0,1,2,3,4,5
0.40986310969413253,0.8269207449609193,0.6618783555108916,0.8350141167407413,0.286849024659095,0.3711184783640441
0.406301212490616,0.6533602151623438,0.1047560870089933,0.12366205396371288,0.4327536437760784,0.2480285661560203
0.8295577433582897,0.1767270344259737,0.3725539056931252,0.9477434807767713,0.1988785592326009,0.3450147379479015
0.24972985757934374,0.29086897880333074,0.938229108422897,0.10152442415078988,0.2712390906237273,0.32768479732199707
0.882195409934642,0.26432634773145125,0.42235827910564216,0.5245180821565057,0.9758739209520542,0.6337774854228395
0.5208748432460784,0.4099793477266066,0.2675009905011261,0.7437956276249831,0.9496628891397494,0.5920864256838114
0.1663844229295941,0.23613099633760515,0.6093263627290728,0.49114462956792315,0.9918588437277643,0.3565105945058681
0.7742850891766435,0.39159308156376993,0.6470981425180423,0.883467926137266,0.8257763806433427,0.9013903748103376
0.687062574609034,0.7030963680404333,0.6914522451505786,0.1907998126330832,0.1035144734869684,0.7857966719730302
0.976183071868704,0.7943915818758162,0.6986601381074312,0.6776020801179573,0.5384092672620923,0.8397319529104129
